AnimalsInfo,Species,Breed,Production category,Sex,Date of Birth,Animal ID of Father,Animal ID of Mother,Original Owner Name,Original Owner Mobile ,Original Owner Location _ Lattitude,Original Owner Location _ Longitude
KHM0001000584,Cattle,,,,,,,,,,
KHM0001000585,Cattle,,,,,,,,,,
KHM0001000586,Cattle,,,,,,,,,,
KHM0001000587,Cattle,,,,,,,,,,
KHM0001000588,Cattle,,,,,,,,,,
KHM0001000589,Cattle,,,,,,,,,,
KHM0001000590,Cattle,,,,,,,,,,
KHM0001000591,Cattle,,,,,,,,,,
KHM0001000592,Cattle,,,,,,,,,,
KHM0001000593,Cattle,,,,,,,,,,
KHM0001000594,Cattle,,,,,,,,,,
KHM0001000595,Cattle,,,,,,,,,,
KHM0001000596,Cattle,,,,,,,,,,
KHM0001000597,Cattle,,,,,,,,,,
KHM0001000598,Cattle,,,,,,,,,,
KHM0001000599,Cattle,,,,,,,,,,
KHM0001000600,Cattle,,,,,,,,,,
KHM0001000601,Cattle,,,,,,,,,,
KHM0001000602,Cattle,,,,,,,,,,
KHM0001000603,Cattle,,,,,,,,,,
KHM0001000604,Cattle,,,,,,,,,,
KHM0001000605,Cattle,,,,,,,,,,
KHM0001000606,Cattle,,,,,,,,,,
KHM0001000607,Cattle,,,,,,,,,,
KHM0001000608,Cattle,,,,,,,,,,
KHM0001000609,Cattle,,,,,,,,,,
KHM0001000610,Cattle,,,,,,,,,,
KHM0001000611,Cattle,,,,,,,,,,
KHM0001000612,Cattle,,,,,,,,,,
KHM0001000613,Cattle,,,,,,,,,,
KHM0001000614,Cattle,,,,,,,,,,
KHM0001000615,Cattle,,,,,,,,,,
KHM0001000616,Cattle,,,,,,,,,,
KHM0001000617,Cattle,,,,,,,,,,
KHM0001000618,Cattle,,,,,,,,,,
KHM0001000619,Cattle,,,,,,,,,,
KHM0001000620,Cattle,,,,,,,,,,
KHM0001000621,Cattle,,,,,,,,,,
KHM0001000622,Cattle,,,,,,,,,,
KHM0001000623,Cattle,,,,,,,,,,
KHM0001000624,Cattle,,,,,,,,,,
KHM0001000625,Cattle,,,,,,,,,,
KHM0001000626,Cattle,,,,,,,,,,
KHM0001000627,Cattle,,,,,,,,,,
KHM0001000628,Cattle,,,,,,,,,,
KHM0001000629,Cattle,,,,,,,,,,
KHM0001000630,Cattle,,,,,,,,,,
KHM0001000631,Cattle,,,,,,,,,,
KHM0001000632,Cattle,,,,,,,,,,
KHM0001000633,Cattle,,,,,,,,,,
KHM0001000634,Cattle,,,,,,,,,,
KHM0001000635,Cattle,,,,,,,,,,
KHM0001000636,Cattle,,,,,,,,,,
KHM0001000637,Cattle,,,,,,,,,,
KHM0001000638,Cattle,,,,,,,,,,
KHM0001000639,Cattle,,,,,,,,,,
KHM0001000640,Cattle,,,,,,,,,,
KHM0001000641,Cattle,,,,,,,,,,
KHM0001000642,Cattle,,,,,,,,,,
KHM0001000643,Cattle,,,,,,,,,,
KHM0001000644,Cattle,,,,,,,,,,
KHM0001000645,Cattle,,,,,,,,,,
KHM0001000646,Cattle,,,,,,,,,,
KHM0001000647,Cattle,,,,,,,,,,
KHM0001000648,Cattle,,,,,,,,,,
KHM0001000649,Cattle,,,,,,,,,,
KHM0001000650,Cattle,,,,,,,,,,
KHM0001000651,Cattle,,,,,,,,,,
KHM0001000652,Cattle,,,,,,,,,,
KHM0001000653,Cattle,,,,,,,,,,
KHM0001000654,Cattle,,,,,,,,,,
KHM0001000655,Cattle,,,,,,,,,,
KHM0001000656,Cattle,,,,,,,,,,
KHM0001000657,Cattle,,,,,,,,,,
KHM0001000658,Cattle,,,,,,,,,,
KHM0001000659,Cattle,,,,,,,,,,
KHM0001000660,Cattle,,,,,,,,,,
KHM0001000661,Cattle,,,,,,,,,,
KHM0001000662,Cattle,,,,,,,,,,
KHM0001000663,Cattle,,,,,,,,,,
KHM0001000664,Cattle,,,,,,,,,,
KHM0001000665,Cattle,,,,,,,,,,
KHM0001000666,Cattle,,,,,,,,,,
KHM0001000667,Cattle,,,,,,,,,,
KHM0001000668,Cattle,,,,,,,,,,
KHM0001000669,Cattle,,,,,,,,,,
KHM0001000670,Cattle,,,,,,,,,,
KHM0001000671,Cattle,,,,,,,,,,
KHM0001000672,Cattle,,,,,,,,,,
KHM0001000673,Cattle,,,,,,,,,,
KHM0001000674,Cattle,,,,,,,,,,
KHM0001000675,Cattle,,,,,,,,,,
KHM0001000676,Cattle,,,,,,,,,,
KHM0001000677,Cattle,,,,,,,,,,
KHM0001000678,Cattle,,,,,,,,,,
KHM0001000679,Cattle,,,,,,,,,,
KHM0001000680,Cattle,,,,,,,,,,
KHM0001000681,Cattle,,,,,,,,,,
KHM0001000682,Cattle,,,,,,,,,,
KHM0001000683,Cattle,,,,,,,,,,
KHM0001000684,Cattle,,,,,,,,,,
KHM0001000685,Cattle,,,,,,,,,,
KHM0001000686,Cattle,,,,,,,,,,
KHM0001000687,Cattle,,,,,,,,,,
KHM0001000688,Cattle,,,,,,,,,,
KHM0001000689,Cattle,,,,,,,,,,
KHM0001000690,Cattle,,,,,,,,,,
KHM0001000691,Cattle,,,,,,,,,,
KHM0001000692,Cattle,,,,,,,,,,
KHM0001000693,Cattle,,,,,,,,,,
KHM0001000694,Cattle,,,,,,,,,,
KHM0001000695,Cattle,,,,,,,,,,
KHM0001000696,Cattle,,,,,,,,,,
KHM0001000697,Cattle,,,,,,,,,,
KHM0001000698,Cattle,,,,,,,,,,
KHM0001000699,Cattle,,,,,,,,,,
KHM0001000700,Cattle,,,,,,,,,,
KHM0001000701,Cattle,,,,,,,,,,
KHM0001000702,Cattle,,,,,,,,,,
KHM0001000703,Cattle,,,,,,,,,,
KHM0001000704,Cattle,,,,,,,,,,
KHM0001000705,Cattle,,,,,,,,,,
KHM0001000706,Cattle,,,,,,,,,,
KHM0001000707,Cattle,,,,,,,,,,
KHM0001000708,Cattle,,,,,,,,,,
KHM0001000709,Cattle,,,,,,,,,,
KHM0001000710,Cattle,,,,,,,,,,
KHM0001000711,Cattle,,,,,,,,,,
KHM0001000712,Cattle,,,,,,,,,,
KHM0001000713,Cattle,,,,,,,,,,
KHM0001000714,Cattle,,,,,,,,,,
KHM0001000715,Cattle,,,,,,,,,,
KHM0001000716,Cattle,,,,,,,,,,
KHM0001000717,Cattle,,,,,,,,,,
KHM0001000718,Cattle,,,,,,,,,,
KHM0001000719,Cattle,,,,,,,,,,
KHM0001000720,Cattle,,,,,,,,,,
KHM0001000721,Cattle,,,,,,,,,,
KHM0001000722,Cattle,,,,,,,,,,
KHM0001000723,Cattle,,,,,,,,,,
KHM0001000724,Cattle,,,,,,,,,,
KHM0001000725,Cattle,,,,,,,,,,
KHM0001000726,Cattle,,,,,,,,,,
KHM0001000727,Cattle,,,,,,,,,,
KHM0001000728,Cattle,,,,,,,,,,
KHM0001000729,Cattle,,,,,,,,,,
KHM0001000730,Cattle,,,,,,,,,,
KHM0001000731,Cattle,,,,,,,,,,
KHM0001000732,Cattle,,,,,,,,,,
KHM0001000733,Cattle,,,,,,,,,,
KHM0001000734,Cattle,,,,,,,,,,
KHM0001000735,Cattle,,,,,,,,,,
KHM0001000736,Cattle,,,,,,,,,,
KHM0001000737,Cattle,,,,,,,,,,
KHM0001000738,Cattle,,,,,,,,,,
KHM0001000739,Cattle,,,,,,,,,,
KHM0001000740,Cattle,,,,,,,,,,
KHM0001000741,Cattle,,,,,,,,,,
KHM0001000742,Cattle,,,,,,,,,,
KHM0001000743,Cattle,,,,,,,,,,
KHM0001000744,Cattle,,,,,,,,,,
KHM0001000745,Cattle,,,,,,,,,,
KHM0001000746,Cattle,,,,,,,,,,
KHM0001000747,Cattle,,,,,,,,,,
KHM0001000748,Cattle,,,,,,,,,,
KHM0001000749,Cattle,,,,,,,,,,
KHM0001000750,Cattle,,,,,,,,,,
KHM0001000751,Cattle,,,,,,,,,,
KHM0001000752,Cattle,,,,,,,,,,
KHM0001000753,Cattle,,,,,,,,,,
KHM0001000754,Cattle,,,,,,,,,,
KHM0001000755,Cattle,,,,,,,,,,
KHM0001000756,Cattle,,,,,,,,,,
KHM0001000757,Cattle,,,,,,,,,,
KHM0001000758,Cattle,,,,,,,,,,
KHM0001000759,Cattle,,,,,,,,,,
KHM0001000760,Cattle,,,,,,,,,,
KHM0001000761,Cattle,,,,,,,,,,
KHM0001000762,Cattle,,,,,,,,,,
KHM0001000763,Cattle,,,,,,,,,,
KHM0001000764,Cattle,,,,,,,,,,
KHM0001000765,Cattle,,,,,,,,,,
KHM0001000766,Cattle,,,,,,,,,,
KHM0001000767,Cattle,,,,,,,,,,
KHM0001000768,Cattle,,,,,,,,,,
KHM0001000769,Cattle,,,,,,,,,,
KHM0001000770,Cattle,,,,,,,,,,
KHM0001000771,Cattle,,,,,,,,,,
KHM0001000772,Cattle,,,,,,,,,,
KHM0001000773,Cattle,,,,,,,,,,
KHM0001000774,Cattle,,,,,,,,,,
KHM0001000775,Cattle,,,,,,,,,,
KHM0001000776,Cattle,,,,,,,,,,
KHM0001000777,Cattle,,,,,,,,,,
KHM0001000778,Cattle,,,,,,,,,,
KHM0001000779,Cattle,,,,,,,,,,
KHM0001000780,Cattle,,,,,,,,,,
KHM0001000781,Cattle,,,,,,,,,,
KHM0001000782,Cattle,,,,,,,,,,
KHM0001000783,Cattle,,,,,,,,,,
KHM0001000784,Cattle,,,,,,,,,,
KHM0001000785,Cattle,,,,,,,,,,
KHM0001000786,Cattle,,,,,,,,,,
KHM0001000787,Cattle,,,,,,,,,,
KHM0001000788,Cattle,,,,,,,,,,
KHM0001000789,Cattle,,,,,,,,,,
KHM0001000790,Cattle,,,,,,,,,,
KHM0001000791,Cattle,,,,,,,,,,
KHM0001000792,Cattle,,,,,,,,,,
KHM0001000793,Cattle,,,,,,,,,,
KHM0001000794,Cattle,,,,,,,,,,
KHM0001000795,Cattle,,,,,,,,,,
KHM0001000796,Cattle,,,,,,,,,,
KHM0001000797,Cattle,,,,,,,,,,
KHM0001000798,Cattle,,,,,,,,,,
KHM0001000799,Cattle,,,,,,,,,,
KHM0001000800,Cattle,,,,,,,,,,
KHM0001000801,Cattle,,,,,,,,,,
KHM0001000802,Cattle,,,,,,,,,,
KHM0001000803,Cattle,,,,,,,,,,
KHM0001000804,Cattle,,,,,,,,,,
KHM0001000805,Cattle,,,,,,,,,,
KHM0001000806,Cattle,,,,,,,,,,
KHM0001000807,Cattle,,,,,,,,,,
KHM0001000808,Cattle,,,,,,,,,,
KHM0001000809,Cattle,,,,,,,,,,
KHM0001000810,Cattle,,,,,,,,,,
KHM0001000811,Cattle,,,,,,,,,,
KHM0001000812,Cattle,,,,,,,,,,
KHM0001000813,Cattle,,,,,,,,,,
KHM0001000814,Cattle,,,,,,,,,,
KHM0001000815,Cattle,,,,,,,,,,
KHM0001000816,Cattle,,,,,,,,,,
KHM0001000817,Cattle,,,,,,,,,,
KHM0001000818,Cattle,,,,,,,,,,
KHM0001000819,Cattle,,,,,,,,,,
KHM0001000820,Cattle,,,,,,,,,,
KHM0001000821,Cattle,,,,,,,,,,
KHM0001000822,Cattle,,,,,,,,,,
KHM0001000823,Cattle,,,,,,,,,,
KHM0001000824,Cattle,,,,,,,,,,
KHM0001000825,Cattle,,,,,,,,,,
KHM0001000826,Cattle,,,,,,,,,,
KHM0001000827,Cattle,,,,,,,,,,
KHM0001000828,Cattle,,,,,,,,,,
KHM0001000829,Cattle,,,,,,,,,,
KHM0001000830,Cattle,,,,,,,,,,
KHM0001000831,Cattle,,,,,,,,,,
KHM0001000832,Cattle,,,,,,,,,,
KHM0001000833,Cattle,,,,,,,,,,
KHM0001000834,Cattle,,,,,,,,,,
KHM0001000835,Cattle,,,,,,,,,,
KHM0001000836,Cattle,,,,,,,,,,
KHM0001000837,Cattle,,,,,,,,,,
KHM0001000838,Cattle,,,,,,,,,,
KHM0001000839,Cattle,,,,,,,,,,
KHM0001000840,Cattle,,,,,,,,,,
KHM0001000841,Cattle,,,,,,,,,,
KHM0001000842,Cattle,,,,,,,,,,
KHM0001000843,Cattle,,,,,,,,,,
KHM0001000844,Cattle,,,,,,,,,,
KHM0001000845,Cattle,,,,,,,,,,
KHM0001000846,Cattle,,,,,,,,,,
KHM0001000847,Cattle,,,,,,,,,,
KHM0001000848,Cattle,,,,,,,,,,
KHM0001000849,Cattle,,,,,,,,,,
KHM0001000850,Cattle,,,,,,,,,,
KHM0001000851,Cattle,,,,,,,,,,
KHM0001000852,Cattle,,,,,,,,,,
KHM0001000853,Cattle,,,,,,,,,,
KHM0001000854,Cattle,,,,,,,,,,
KHM0001000855,Cattle,,,,,,,,,,
KHM0001000856,Cattle,,,,,,,,,,
KHM0001000857,Cattle,,,,,,,,,,
KHM0001000858,Cattle,,,,,,,,,,
KHM0001000859,Cattle,,,,,,,,,,
KHM0001000860,Cattle,,,,,,,,,,
KHM0001000861,Cattle,,,,,,,,,,
KHM0001000862,Cattle,,,,,,,,,,
KHM0001000863,Cattle,,,,,,,,,,
KHM0001000864,Cattle,,,,,,,,,,
KHM0001000865,Cattle,,,,,,,,,,
KHM0001000866,Cattle,,,,,,,,,,
KHM0001000867,Cattle,,,,,,,,,,
KHM0001000868,Cattle,,,,,,,,,,
KHM0001000869,Cattle,,,,,,,,,,
KHM0001000870,Cattle,,,,,,,,,,
KHM0001000871,Cattle,,,,,,,,,,
KHM0001000872,Cattle,,,,,,,,,,
KHM0001000873,Cattle,,,,,,,,,,
KHM0001000874,Cattle,,,,,,,,,,
KHM0001000875,Cattle,,,,,,,,,,
KHM0001000876,Cattle,,,,,,,,,,
KHM0001000877,Cattle,,,,,,,,,,
KHM0001000878,Cattle,,,,,,,,,,
KHM0001000879,Cattle,,,,,,,,,,
KHM0001000880,Cattle,,,,,,,,,,
KHM0001000881,Cattle,,,,,,,,,,
KHM0001000882,Cattle,,,,,,,,,,
KHM0001000883,Cattle,,,,,,,,,,
KHM0001000884,Cattle,,,,,,,,,,
KHM0001000885,Cattle,,,,,,,,,,
KHM0001000886,Cattle,,,,,,,,,,
KHM0001000887,Cattle,,,,,,,,,,
KHM0001000888,Cattle,,,,,,,,,,
KHM0001000889,Cattle,,,,,,,,,,
KHM0001000890,Cattle,,,,,,,,,,
KHM0001000891,Cattle,,,,,,,,,,
KHM0001000892,Cattle,,,,,,,,,,
KHM0001000893,Cattle,,,,,,,,,,
KHM0001000894,Cattle,,,,,,,,,,
KHM0001000895,Cattle,,,,,,,,,,
KHM0001000896,Cattle,,,,,,,,,,
KHM0001000897,Cattle,,,,,,,,,,
KHM0001000898,Cattle,,,,,,,,,,
KHM0001000899,Cattle,,,,,,,,,,
KHM0001000900,Cattle,,,,,,,,,,
KHM0001000901,Cattle,,,,,,,,,,
KHM0001000902,Cattle,,,,,,,,,,
KHM0001000903,Cattle,,,,,,,,,,
KHM0001000904,Cattle,,,,,,,,,,
KHM0001000905,Cattle,,,,,,,,,,
KHM0001000906,Cattle,,,,,,,,,,
KHM0001000907,Cattle,,,,,,,,,,
KHM0001000908,Cattle,,,,,,,,,,
KHM0001000909,Cattle,,,,,,,,,,
KHM0001000910,Cattle,,,,,,,,,,
KHM0001000911,Cattle,,,,,,,,,,
KHM0001000912,Cattle,,,,,,,,,,
KHM0001000913,Cattle,,,,,,,,,,
KHM0001000914,Cattle,,,,,,,,,,
KHM0001000915,Cattle,,,,,,,,,,
KHM0001000916,Cattle,,,,,,,,,,
KHM0001000917,Cattle,,,,,,,,,,
KHM0001000918,Cattle,,,,,,,,,,
KHM0001000919,Cattle,,,,,,,,,,
KHM0001000920,Cattle,,,,,,,,,,
KHM0001000921,Cattle,,,,,,,,,,
KHM0001000922,Cattle,,,,,,,,,,
KHM0001000923,Cattle,,,,,,,,,,
KHM0001000924,Cattle,,,,,,,,,,
KHM0001000925,Cattle,,,,,,,,,,
KHM0001000926,Cattle,,,,,,,,,,
KHM0001000927,Cattle,,,,,,,,,,
KHM0001000928,Cattle,,,,,,,,,,
KHM0001000929,Cattle,,,,,,,,,,
KHM0001000930,Cattle,,,,,,,,,,
KHM0001000931,Cattle,,,,,,,,,,
KHM0001000932,Cattle,,,,,,,,,,
KHM0001000933,Cattle,,,,,,,,,,
KHM0001000934,Cattle,,,,,,,,,,
KHM0001000935,Cattle,,,,,,,,,,
KHM0001000936,Cattle,,,,,,,,,,
KHM0001000937,Cattle,,,,,,,,,,
KHM0001000938,Cattle,,,,,,,,,,
KHM0001000939,Cattle,,,,,,,,,,
KHM0001000940,Cattle,,,,,,,,,,
KHM0001000941,Cattle,,,,,,,,,,
KHM0001000942,Cattle,,,,,,,,,,
KHM0001000943,Cattle,,,,,,,,,,
KHM0001000944,Cattle,,,,,,,,,,
KHM0001000945,Cattle,,,,,,,,,,
KHM0001000946,Cattle,,,,,,,,,,
KHM0001000947,Cattle,,,,,,,,,,
KHM0001000948,Cattle,,,,,,,,,,
KHM0001000949,Cattle,,,,,,,,,,
KHM0001000950,Cattle,,,,,,,,,,
KHM0001000951,Cattle,,,,,,,,,,
KHM0001000952,Cattle,,,,,,,,,,
KHM0001000953,Cattle,,,,,,,,,,
KHM0001000954,Cattle,,,,,,,,,,
KHM0001000955,Cattle,,,,,,,,,,
KHM0001000956,Cattle,,,,,,,,,,
KHM0001000957,Cattle,,,,,,,,,,
KHM0001000958,Cattle,,,,,,,,,,
KHM0001000959,Cattle,,,,,,,,,,
KHM0001000960,Cattle,,,,,,,,,,
KHM0001000961,Cattle,,,,,,,,,,
KHM0001000962,Cattle,,,,,,,,,,
KHM0001000963,Cattle,,,,,,,,,,
KHM0001000964,Cattle,,,,,,,,,,
KHM0001000965,Cattle,,,,,,,,,,
KHM0001000966,Cattle,,,,,,,,,,
KHM0001000967,Cattle,,,,,,,,,,
KHM0001000968,Cattle,,,,,,,,,,
KHM0001000969,Cattle,,,,,,,,,,
KHM0001000970,Cattle,,,,,,,,,,
KHM0001000971,Cattle,,,,,,,,,,
KHM0001000972,Cattle,,,,,,,,,,
KHM0001000973,Cattle,,,,,,,,,,
KHM0001000974,Cattle,,,,,,,,,,
KHM0001000975,Cattle,,,,,,,,,,
KHM0001000976,Cattle,,,,,,,,,,
KHM0001000977,Cattle,,,,,,,,,,
KHM0001000978,Cattle,,,,,,,,,,
KHM0001000979,Cattle,,,,,,,,,,
KHM0001000980,Cattle,,,,,,,,,,
KHM0001000981,Cattle,,,,,,,,,,
KHM0001000982,Cattle,,,,,,,,,,
KHM0001000983,Cattle,,,,,,,,,,
KHM0001000984,Cattle,,,,,,,,,,
KHM0001000985,Cattle,,,,,,,,,,
KHM0001000986,Cattle,,,,,,,,,,
KHM0001000987,Cattle,,,,,,,,,,
KHM0001000988,Cattle,,,,,,,,,,
KHM0001000989,Cattle,,,,,,,,,,
KHM0001000990,Cattle,,,,,,,,,,
KHM0001000991,Cattle,,,,,,,,,,
KHM0001000992,Cattle,,,,,,,,,,
KHM0001000993,Cattle,,,,,,,,,,
KHM0001000994,Cattle,,,,,,,,,,
KHM0001000995,Cattle,,,,,,,,,,
KHM0001000996,Cattle,,,,,,,,,,
KHM0001000997,Cattle,,,,,,,,,,
KHM0001000998,Cattle,,,,,,,,,,
KHM0001000999,Cattle,,,,,,,,,,
LAO0001000001,Cattle,,,,,,,,,,
LAO0001000002,Cattle,,,,,,,,,,
LAO0001000003,Cattle,,,,,,,,,,
LAO0001000004,Cattle,,,,,,,,,,
LAO0001000005,Cattle,,,,,,,,,,
LAO0001000006,Cattle,,,,,,,,,,
LAO0001000007,Cattle,,,,,,,,,,
LAO0001000008,Cattle,,,,,,,,,,
LAO0001000009,Cattle,,,,,,,,,,
LAO0001000010,Cattle,,,,,,,,,,
LAO0001000011,Cattle,,,,,,,,,,
LAO0001000012,Cattle,,,,,,,,,,
LAO0001000013,Cattle,,,,,,,,,,
LAO0001000014,Cattle,,,,,,,,,,
LAO0001000015,Cattle,,,,,,,,,,
LAO0001000016,Cattle,,,,,,,,,,
LAO0001000017,Cattle,,,,,,,,,,
LAO0001000018,Cattle,,,,,,,,,,
LAO0001000019,Cattle,,,,,,,,,,
LAO0001000020,Cattle,,,,,,,,,,
LAO0001000021,Cattle,,,,,,,,,,
LAO0001000022,Cattle,,,,,,,,,,
LAO0001000023,Cattle,,,,,,,,,,
LAO0001000024,Cattle,,,,,,,,,,
LAO0001000025,Cattle,,,,,,,,,,
LAO0001000026,Cattle,,,,,,,,,,
LAO0001000027,Cattle,,,,,,,,,,
LAO0001000028,Cattle,,,,,,,,,,
LAO0001000029,Cattle,,,,,,,,,,
LAO0001000030,Cattle,,,,,,,,,,
LAO0001000031,Cattle,,,,,,,,,,
LAO0001000032,Cattle,,,,,,,,,,
LAO0001000033,Cattle,,,,,,,,,,
LAO0001000034,Cattle,,,,,,,,,,
LAO0001000035,Cattle,,,,,,,,,,
LAO0001000036,Cattle,,,,,,,,,,
LAO0001000037,Cattle,,,,,,,,,,
LAO0001000038,Cattle,,,,,,,,,,
LAO0001000039,Cattle,,,,,,,,,,
LAO0001000040,Cattle,,,,,,,,,,
LAO0001000041,Cattle,,,,,,,,,,
LAO0001000042,Cattle,,,,,,,,,,
LAO0001000043,Cattle,,,,,,,,,,
LAO0001000044,Cattle,,,,,,,,,,
LAO0001000045,Cattle,,,,,,,,,,
LAO0001000046,Cattle,,,,,,,,,,
LAO0001000047,Cattle,,,,,,,,,,
LAO0001000048,Cattle,,,,,,,,,,
LAO0001000049,Cattle,,,,,,,,,,
LAO0001000050,Cattle,,,,,,,,,,
LAO0001000051,Cattle,,,,,,,,,,
LAO0001000052,Cattle,,,,,,,,,,
LAO0001000053,Cattle,,,,,,,,,,
LAO0001000054,Cattle,,,,,,,,,,
LAO0001000055,Cattle,,,,,,,,,,
LAO0001000056,Cattle,,,,,,,,,,
LAO0001000057,Cattle,,,,,,,,,,
LAO0001000058,Cattle,,,,,,,,,,
LAO0001000059,Cattle,,,,,,,,,,
LAO0001000060,Cattle,,,,,,,,,,
LAO0001000061,Cattle,,,,,,,,,,
LAO0001000062,Cattle,,,,,,,,,,
LAO0001000063,Cattle,,,,,,,,,,
LAO0001000064,Cattle,,,,,,,,,,
LAO0001000065,Cattle,,,,,,,,,,
LAO0001000066,Cattle,,,,,,,,,,
LAO0001000067,Cattle,,,,,,,,,,
LAO0001000068,Cattle,,,,,,,,,,
LAO0001000069,Cattle,,,,,,,,,,
LAO0001000070,Cattle,,,,,,,,,,
LAO0001000071,Cattle,,,,,,,,,,
LAO0001000072,Cattle,,,,,,,,,,
LAO0001000073,Cattle,,,,,,,,,,
LAO0001000074,Cattle,,,,,,,,,,
LAO0001000075,Cattle,,,,,,,,,,
LAO0001000076,Cattle,,,,,,,,,,
LAO0001000077,Cattle,,,,,,,,,,
LAO0001000078,Cattle,,,,,,,,,,
LAO0001000079,Cattle,,,,,,,,,,
LAO0001000080,Cattle,,,,,,,,,,
LAO0001000081,Cattle,,,,,,,,,,
LAO0001000082,Cattle,,,,,,,,,,
LAO0001000083,Cattle,,,,,,,,,,
LAO0001000084,Cattle,,,,,,,,,,
LAO0001000085,Cattle,,,,,,,,,,
LAO0001000086,Cattle,,,,,,,,,,
LAO0001000087,Cattle,,,,,,,,,,
LAO0001000088,Cattle,,,,,,,,,,
LAO0001000089,Cattle,,,,,,,,,,
LAO0001000090,Cattle,,,,,,,,,,
LAO0001000091,Cattle,,,,,,,,,,
LAO0001000092,Cattle,,,,,,,,,,
LAO0001000093,Cattle,,,,,,,,,,
LAO0001000094,Cattle,,,,,,,,,,
LAO0001000095,Cattle,,,,,,,,,,
LAO0001000096,Cattle,,,,,,,,,,
LAO0001000097,Cattle,,,,,,,,,,
LAO0001000098,Cattle,,,,,,,,,,
LAO0001000099,Cattle,,,,,,,,,,
LAO0001000100,Cattle,,,,,,,,,,
LAO0001000101,Cattle,,,,,,,,,,
LAO0001000102,Cattle,,,,,,,,,,
LAO0001000103,Cattle,,,,,,,,,,
LAO0001000104,Cattle,,,,,,,,,,
LAO0001000105,Cattle,,,,,,,,,,
LAO0001000106,Cattle,,,,,,,,,,
LAO0001000107,Cattle,,,,,,,,,,
LAO0001000108,Cattle,,,,,,,,,,
LAO0001000109,Cattle,,,,,,,,,,
LAO0001000110,Cattle,,,,,,,,,,
LAO0001000111,Cattle,,,,,,,,,,
LAO0001000112,Cattle,,,,,,,,,,
LAO0001000113,Cattle,,,,,,,,,,
LAO0001000114,Cattle,,,,,,,,,,
LAO0001000115,Cattle,,,,,,,,,,
LAO0001000116,Cattle,,,,,,,,,,
LAO0001000117,Cattle,,,,,,,,,,
LAO0001000118,Cattle,,,,,,,,,,
LAO0001000119,Cattle,,,,,,,,,,
LAO0001000120,Cattle,,,,,,,,,,
LAO0001000121,Cattle,,,,,,,,,,
LAO0001000122,Cattle,,,,,,,,,,
LAO0001000123,Cattle,,,,,,,,,,
LAO0001000124,Cattle,,,,,,,,,,
LAO0001000125,Cattle,,,,,,,,,,
LAO0001000126,Cattle,,,,,,,,,,
LAO0001000127,Cattle,,,,,,,,,,
LAO0001000128,Cattle,,,,,,,,,,
LAO0001000129,Cattle,,,,,,,,,,
LAO0001000130,Cattle,,,,,,,,,,
LAO0001000131,Cattle,,,,,,,,,,
LAO0001000132,Cattle,,,,,,,,,,
LAO0001000133,Cattle,,,,,,,,,,
LAO0001000134,Cattle,,,,,,,,,,
LAO0001000135,Cattle,,,,,,,,,,
LAO0001000136,Cattle,,,,,,,,,,
LAO0001000137,Cattle,,,,,,,,,,
LAO0001000138,Cattle,,,,,,,,,,
LAO0001000139,Cattle,,,,,,,,,,
LAO0001000140,Cattle,,,,,,,,,,
LAO0001000141,Cattle,,,,,,,,,,
LAO0001000142,Cattle,,,,,,,,,,
LAO0001000143,Cattle,,,,,,,,,,
LAO0001000144,Cattle,,,,,,,,,,
LAO0001000145,Cattle,,,,,,,,,,
LAO0001000146,Cattle,,,,,,,,,,
LAO0001000147,Cattle,,,,,,,,,,
LAO0001000148,Cattle,,,,,,,,,,
LAO0001000149,Cattle,,,,,,,,,,
LAO0001000150,Cattle,,,,,,,,,,
LAO0001000151,Cattle,,,,,,,,,,
LAO0001000152,Cattle,,,,,,,,,,
LAO0001000153,Cattle,,,,,,,,,,
LAO0001000154,Cattle,,,,,,,,,,
LAO0001000155,Cattle,,,,,,,,,,
LAO0001000156,Cattle,,,,,,,,,,
LAO0001000157,Cattle,,,,,,,,,,
LAO0001000158,Cattle,,,,,,,,,,
LAO0001000159,Cattle,,,,,,,,,,
LAO0001000160,Cattle,,,,,,,,,,
LAO0001000161,Cattle,,,,,,,,,,
LAO0001000162,Cattle,,,,,,,,,,
LAO0001000163,Cattle,,,,,,,,,,
LAO0001000164,Cattle,,,,,,,,,,
LAO0001000165,Cattle,,,,,,,,,,
LAO0001000166,Cattle,,,,,,,,,,
LAO0001000167,Cattle,,,,,,,,,,
LAO0001000168,Cattle,,,,,,,,,,
LAO0001000169,Cattle,,,,,,,,,,
LAO0001000170,Cattle,,,,,,,,,,
LAO0001000171,Cattle,,,,,,,,,,
LAO0001000172,Cattle,,,,,,,,,,
LAO0001000173,Cattle,,,,,,,,,,
LAO0001000174,Cattle,,,,,,,,,,
LAO0001000175,Cattle,,,,,,,,,,
LAO0001000176,Cattle,,,,,,,,,,
LAO0001000177,Cattle,,,,,,,,,,
LAO0001000178,Cattle,,,,,,,,,,
LAO0001000179,Cattle,,,,,,,,,,
LAO0001000180,Cattle,,,,,,,,,,
LAO0001000181,Cattle,,,,,,,,,,
LAO0001000182,Cattle,,,,,,,,,,
LAO0001000183,Cattle,,,,,,,,,,
LAO0001000184,Cattle,,,,,,,,,,
LAO0001000185,Cattle,,,,,,,,,,
LAO0001000186,Cattle,,,,,,,,,,
LAO0001000187,Cattle,,,,,,,,,,
LAO0001000188,Cattle,,,,,,,,,,
